object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_delay_explosion3_2		964	57	922
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_delay_explosion3_3		867	55	961
delayAction:at4_delay_explosion3_1:2		at4_explosionTrigger3				
delayAction:at4_delay_explosion3_2:10		at4_explosionTrigger3				
delayAction:at4_delay_explosion3_3:15		at4_explosionTrigger3				
delayAction:at4_explosion13:20		at4_explosionTrigger3				
"randomTrigger:at4_explosion11,at4_explosion12,at4_explosion13,at4_explosion14,at4_explosion15"		at4_explosionTrigger3				
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion11		888	55	1024
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion12		888	55	973
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion13		947	55	936
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion14		956	55	983
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion15		903	55	1026
trigger:at4_explosionTrigger4:faction-npc-atat:10:0:0:triggerId				945	55	790
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_delay_explosion4_1		717	55	475
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_delay_explosion4_2		774	55	470
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_delay_explosion4_3		750	55	552
delayAction:at4_delay_explosion4_1:2		at4_explosionTrigger4				
delayAction:at4_delay_explosion4_2:10		at4_explosionTrigger4				
delayAction:at4_delay_explosion4_3:15		at4_explosionTrigger4				
delayAction:at4_explosion18:20		at4_explosionTrigger4				
"randomTrigger:at4_explosion16,at4_explosion17,at4_explosion18,at4_explosion19,at4_explosion20"		at4_explosionTrigger4				
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion16		790	55	501
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion17		836	55	526
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion18		729	55	552
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion19		741	55	603
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion20		812	55	482
trigger:at4_explosionTrigger5:faction-npc-atat:10:0:0:triggerId				855	55	615
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_delay_explosion5_1		657	55	274									
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_delay_explosion5_2		608	55	251									
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_delay_explosion5_3		665	55	200									
delayAction:at4_delay_explosion5_1:2		at4_explosionTrigger5													
delayAction:at4_delay_explosion5_2:10		at4_explosionTrigger5													
delayAction:at4_delay_explosion5_3:15		at4_explosionTrigger5													
delayAction:at4_explosion23:20		at4_explosionTrigger5													
"randomTrigger:at4_explosion21,at4_explosion22,at4_explosion23,at4_explosion24,at4_explosion25"		at4_explosionTrigger5													
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion21		596	55	288									
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion22		633	55	275									
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion23		668	55	298									
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at4_explosion24		637	55	191									
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at4_explosion25		575	55	194									
heroic_echo_snowtrooper	at5_snowTrooper_01	at5		974.4407	55	1365.4258	-178		string:patrol_path=at5_snowtrooper1_path1	OnDeath:triggerId:at5_deadTrooper			at5_snowtrooper1_path1:patrolOnce:at5_snowtrooper1_path01		1
heroic_echo_snowtrooper	at5_snowTrooper_02	at5		979.4407	55	1370.4258	-178		string:patrol_path=at5_snowtrooper2_path1	OnDeath:triggerId:at5_deadTrooper			at5_snowtrooper2_path1:patrolOnce:at5_snowtrooper2_path01		1
heroic_echo_snowtrooper	at5_snowTrooper_03	at5		984.4407	55	1375.4258	-178		string:patrol_path=at5_snowtrooper3_path1	OnDeath:triggerId:at5_deadTrooper			at5_snowtrooper3_path1:patrolOnce:at5_snowtrooper3_path01		1
heroic_echo_snowtrooper	at5_snowTrooper_04	at5		969.4407	55	1370.4258	-178		string:patrol_path=at5_snowtrooper4_path1	OnDeath:triggerId:at5_deadTrooper			at5_snowtrooper4_path1:patrolOnce:at5_snowtrooper4_path01		1
heroic_echo_snowtrooper	at5_snowTrooper_05	at5		964.4407	55	1375.4258	-178		string:patrol_path=at5_snowtrooper5_path1	OnDeath:triggerId:at5_deadTrooper			at5_snowtrooper5_path1:patrolOnce:at5_snowtrooper5_path01		1
heroic_echo_atst	at5_atst2	at5		958.4407	55	1315.4258	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst2_respawn			at5_atst2_path1:patrolOnce:at5_atst_midpoint2		1
heroic_echo_atst	at5_atst4	at5		958.4407	55	1447.4258	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst4_respawn					1
delayAction:at5_atst2:10		at5_atst2_respawn													
delayAction:at5_atst4:10		at5_atst4_respawn													
"heroic_echo_atst,heroic_echo_atst,heroic_echo_atst,none"	at5_atst2	at5_atst2		967	55	1395	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst2_respawn					1
"heroic_echo_atst,heroic_echo_atst,heroic_echo_atst,none"	at5_atst4	at5_atst4		967	55	1527	-178		string:patrol_path=at5_atst2_path1	OnDeath:triggerId:at5_atst4_respawn					1
pathPoint:at5_snowtrooper1_path01				930	55	880									
trigger:at5_snowTrooper_01_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			930	55	880									
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		930	55	880									
pathPoint:at5_snowtrooper2_path01				935	55	885									
trigger:at5_snowTrooper_02_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			935	55	885									
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		935	55	885									
pathPoint:at5_snowtrooper3_path01				940	55	890									
trigger:at5_snowTrooper_03_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			940	55	890									
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		940	55	890
pathPoint:at5_snowtrooper4_path01				925	55	885
trigger:at5_snowTrooper_04_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			925	55	885
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		925	55	885
pathPoint:at5_snowtrooper5_path01				920	55	890
trigger:at5_snowTrooper_05_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			920	55	890
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		920	55	890
pathPoint:at5_atst_midpoint2				914	55	830
trigger:at5_atst2_leg2:faction-npc-imperial:1:0:0:targetMessage	snowtrooper_pathing			914	55	830
trigger:getOffBattlefield:faction-npc-imperial:1:0:0:targetMessage		swap_generator		914	55	830
pathPoint:at5_snowtrooper1_path02				680	55	370
trigger:snowtrooper_randomPat:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			680	55	370
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		680	55	370
pathPoint:at5_snowtrooper2_path02				685	55	375
trigger:snowtrooper_randomPat:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			685	55	375
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		685	55	375
pathPoint:at5_snowtrooper3_path02				690	55	380							
trigger:snowtrooper_randomPat:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			690	55	380							
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		690	55	380							
pathPoint:at5_snowtrooper4_path02				675	55	375							
trigger:snowtrooper_randomPat:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			675	55	375							
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		675	55	375							
pathPoint:at5_snowtrooper5_path02				670	55	380							
trigger:snowtrooper_randomPat:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			670	55	380							
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		670	55	380							
pathPoint:at5_atst_finish2				664	55	320							
trigger:snowtrooper_randomPat:faction-npc-imperial:1:0:0:targetMessage	snowtrooper_pathing			664	55	320							
trigger:getOffBattlefield:faction-npc-imperial:1:0:0:targetMessage		swap_generator		664	55	320							
trigger:at5_explosionTrigger1:faction-npc-atat:10:0:0:triggerId				965	55	1300							
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_snowtrooper1_path2"		at5_snowTrooper_01_leg2											at5_snowtrooper1_path2:patrolOnce:at5_snowtrooper1_path02
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_snowtrooper2_path2"		at5_snowTrooper_02_leg2											at5_snowtrooper2_path2:patrolOnce:at5_snowtrooper2_path02
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_snowtrooper3_path2"		at5_snowTrooper_03_leg2											at5_snowtrooper3_path2:patrolOnce:at5_snowtrooper3_path02
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_snowtrooper4_path2"		at5_snowTrooper_04_leg2											at5_snowtrooper4_path2:patrolOnce:at5_snowtrooper4_path02
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_snowtrooper5_path2"		at5_snowTrooper_05_leg2											at5_snowtrooper5_path2:patrolOnce:at5_snowtrooper5_path02
"messageTo;target;doPathAction;string:pathAction=patrol_path,string:pathName=at5_atst_finish2"		at5_atst2_leg2											at5_atst_finish2:patrolOnce:at5_atst_finish2
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion1_1		912	55	1170							
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion1_2		886	55	1142							
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_delay_explosion1_3		924	55	1082							
delayAction:at5_delay_explosion1_1:2		at5_explosionTrigger1											
delayAction:at5_delay_explosion1_2:10		at5_explosionTrigger1											
delayAction:at5_delay_explosion1_3:15		at5_explosionTrigger1											
delayAction:at5_explosion3:20		at5_explosionTrigger1											
"randomTrigger:at5_explosion1,at5_explosion2,at5_explosion3,at5_explosion4,at5_explosion5"		at5_explosionTrigger1											
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion1		906	56	1224							
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion2		836	55	1250							
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion3		860	55	1144							
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion4		913	55	1165							
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion5		836	55	1191							
trigger:at5_explosionTrigger2:faction-npc-atat:10:0:0:triggerId				955	55	1170
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_delay_explosion2_1		897	55	1076
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion2_2		865	55	1044
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion2_3		947	57	1077
delayAction:at5_delay_explosion2_1:2		at5_explosionTrigger1				
delayAction:at5_delay_explosion2_2:10		at5_explosionTrigger2				
delayAction:at5_delay_explosion2_3:15		at5_explosionTrigger2				
delayAction:at5_explosion8:20		at5_explosionTrigger2				
"randomTrigger:at5_explosion6,at5_explosion7,at5_explosion8,at5_explosion9,at5_explosion10"		at5_explosionTrigger2				
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion6		955	55	1130
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion7		905	55	1086
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion8		867	55	1136
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion9		939	55	1098
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion10		842	55	1075
trigger:at5_explosionTrigger3:faction-npc-atat:10:0:0:triggerId				930	55	940
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion3_1		818	55	839
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_delay_explosion3_2		889	57	837
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion3_3		792	55	876
delayAction:at5_delay_explosion3_1:2		at5_explosionTrigger3				
delayAction:at5_delay_explosion3_2:10		at5_explosionTrigger3				
delayAction:at5_delay_explosion3_3:15		at5_explosionTrigger3				
delayAction:at5_explosion13:20		at5_explosionTrigger3				
"randomTrigger:at5_explosion11,at5_explosion12,at5_explosion13,at5_explosion14,at5_explosion15"		at5_explosionTrigger3				
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion11		813	55	939
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion12		813	55	888
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion13		872	55	851
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion14		881	55	898
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion15		828	55	941
trigger:at5_explosionTrigger4:faction-npc-atat:10:0:0:triggerId				870	55	770
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion4_1		642	55	455
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion4_2		699	55	450
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_delay_explosion4_3		675	55	532
delayAction:at5_delay_explosion4_1:2		at5_explosionTrigger4				
delayAction:at5_delay_explosion4_2:10		at5_explosionTrigger4				
delayAction:at5_delay_explosion4_3:15		at5_explosionTrigger4				
delayAction:at5_explosion18:20		at5_explosionTrigger4				
"randomTrigger:at5_explosion16,at5_explosion17,at5_explosion18,at5_explosion19,at5_explosion20"		at5_explosionTrigger4				
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion16		715	55	481
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion17		761	55	506
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion18		654	55	532
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion19		666	55	583
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion20		737	55	462
trigger:at5_explosionTrigger5:faction-npc-atat:10:0:0:triggerId				765	55	565
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_delay_explosion5_1		567	55	224
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion5_2		518	55	201
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_delay_explosion5_3		575	55	150
delayAction:at5_delay_explosion5_1:2		at5_explosionTrigger5				
delayAction:at5_delay_explosion5_2:10		at5_explosionTrigger5				
delayAction:at5_delay_explosion5_3:15		at5_explosionTrigger5													
delayAction:at5_explosion23:20		at5_explosionTrigger5													
"randomTrigger:at5_explosion21,at5_explosion22,at5_explosion23,at5_explosion24,at5_explosion25"		at5_explosionTrigger5													
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion21		506	55	238									
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion22		543	55	225									
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion23		578	55	248									
clientfx:pt_hoth_battlefield_explosion_02.prt:forced_visability-500:1		at5_explosion24		547	55	141									
clientfx:pt_hoth_battlefield_explosion.prt:forced_visability-500:1		at5_explosion25		485	55	144									
heroic_echo_snowtrooper	at6_snowTrooper_01	at6		900	55	1427	-167		string:patrol_path=at6_snowtrooper1_path1	OnDeath:triggerId:at6_deadTrooper			at6_snowtrooper1_path1:patrolOnce:at6_snowtrooper1_path01		1
heroic_echo_snowtrooper	at6_snowTrooper_02	at6		905	55	1432	-167		string:patrol_path=at6_snowtrooper2_path1	OnDeath:triggerId:at6_deadTrooper			at6_snowtrooper2_path1:patrolOnce:at6_snowtrooper2_path01		1
heroic_echo_snowtrooper	at6_snowTrooper_03	at6		910	55	1437	-167		string:patrol_path=at6_snowtrooper3_path1	OnDeath:triggerId:at6_deadTrooper			at6_snowtrooper3_path1:patrolOnce:at6_snowtrooper3_path01		1
heroic_echo_snowtrooper	at6_snowTrooper_04	at6		895	55	1432	-167		string:patrol_path=at6_snowtrooper4_path1	OnDeath:triggerId:at6_deadTrooper			at6_snowtrooper4_path1:patrolOnce:at6_snowtrooper4_path01		1
heroic_echo_snowtrooper	at6_snowTrooper_05	at6		890	55	1437	-167		string:patrol_path=at6_snowtrooper5_path1	OnDeath:triggerId:at6_deadTrooper			at6_snowtrooper5_path1:patrolOnce:at6_snowtrooper5_path01		1
heroic_echo_atst	at6_atst2	at6		884	55	1377	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst2_respawn			at6_atst2_path1:patrolOnce:at6_atst_midpoint2		1
heroic_echo_atst	at6_atst4	at6		884	55	1509	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst4_respawn					1
delayAction:at6_atst2:10		at6_atst2_respawn													
delayAction:at6_atst4:10		at6_atst4_respawn													
"heroic_echo_atst,heroic_echo_atst,heroic_echo_atst,none"	at6_atst2	at6_atst2		884	55	1377	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst2_respawn					1
"heroic_echo_atst,heroic_echo_atst,heroic_echo_atst,none"	at6_atst4	at6_atst4		884	55	1509	-178		string:patrol_path=at6_atst2_path1	OnDeath:triggerId:at6_atst4_respawn					1
pathPoint:at6_snowtrooper1_path01				825	55	895									
trigger:at6_snowTrooper_01_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			825	55	895									
trigger:getOffBattlefield:faction-npc-hoth:1:0:0:targetMessage		swap_generator		825	55	895									
pathPoint:at6_snowtrooper2_path01				830	55	900									
trigger:at6_snowTrooper_02_leg2:faction-npc-hoth:1:0:0:targetMessage	snowtrooper_pathing			830	55	900									
