0x00070bcf	spacequest/destroy/npe_hard_main_1
0xef901f34	quest/ep3_trando_borantok_01
0xef9a5605	quest/camp_gamma_defense_01
0xef9df73a	quest/c_rebdefector
0xef9e4270	quest/som_kenobi_reunite_shard_3
0xefbf735c	spacequest/destroy_surpriseattack/stn_yavin4_company_all_massassi_tier2_4
0xefc76865	quest/som_mustafar_exploration
0xefd6d976	quest/no_rank6_katiara_finale
0xeff47944	spacequest/recovery/no_rank4_nova_01_01
0xf020118a	quest/coronet_sheelya_commanding_officer
0xf026de08	quest/outbreak_quest_facility_03
0xf042eeff	quest/jabba_ephant_mon
0xf071a808	quest/som_story_arc_chapter_three_01
0xf0aa2c71	quest/smuggle_pointer_illicit_3
0xf0b3a04d	spacequest/assassinate/naboo_typho_assassinate_pilot_one
0xf0b3a762	quest/tatooine_eisley_returnreimos
0xf0c4f95d	quest/borvo_acklay_boots_gloves
0xf0df609f	spacequest/destroy_duty/tatooine_imperial_6
0xf0ea356d	spacequest/patrol/stn_endor_irs_imp_tier3_3c
0xf0ec20a7	spacequest/assassinate/tatooine_privateer_tier2_1a
0xf15c6845	spacequest/rescue/tatooine_imperial_tier3_1_c
0xf164c3ca	spacequest/recovery_duty/naboo_privateer_10
0xf189024f	quest/lifeday_stap_1
0xf18adb65	spacequest/escort/c_story1_3_space
0xf1a2a293	quest/prof_force_sensitive_21_1
0xf1b4353a	quest/npe_frelka_transition
0xf1e241aa	quest/outbreak_radio_delivery_02
0xf1f0137c	spacequest/destroy_surpriseattack/ep3_clone_relics_boba_fett_3
0xf1fbc938	quest/quest_08_dathomir_outpost_final
0xf220a8a3	quest/u16_nym_themepark_repair_mixing_chamber
0xf2310095	spacequest/recovery/corellia_imperial_tier3_1a
0xf240c3b3	quest/mun_marauder_2
0xf246cdbb	spacequest/recovery_duty/tatooine_privateer_tier2_1
0xf271bc33	quest/orion_rank3_05
0xf276b6ef	spacequest/delivery_no_pickup/corellia_imperial_tier3_1_b
0xf276b9aa	spacequest/escort_duty/naboo_privateer_tier4_1
0xf27799ba	spacequest/assassinate/npe_hard_main_3a
0xf28f26d3	spacequest/patrol/naboo_imperial_tier3_2_d
0xf2a7b9d0	spacequest/recovery/stn_dantooine_owner_rebel_landing_tier2_1
0xf2b12ac1	spacequest/destroy_duty/naboo_rebel_6
0xf2cd3e42	spacequest/assassinate/dath_bh_wanted_list_03_c
0xf3004ba4	spacequest/destroy_surpriseattack/naboo_rebel_tier3_2_c
0xf30c9b63	spacequest/delivery_no_pickup/naboo_imperial_tier4_1_c
0xf32852c1	spacequest/survival/no_rank4_nova_02_02
0xf378ba04	spacequest/escort_duty/lok_imperial_ss_2c
0xf38514ca	quest/legacy_head_runaway1
0xf3ac33d5	spacequest/destroy_duty/kessel_rebel_tier5
0xf40d5c5d	spacequest/escort_duty/dathomir_station_priv_escort_duty_tier3
0xf4517534	quest/som_prelude_obiwan_check
0xf454f7c2	spacequest/recovery/naboo_privateer_tier3_1a
0xf45f9bcb	quest/legacy_naboo_droid_module_3_pt2
0xf46b31c6	quest/smuggle_pointer_illicit_2
0xf48b9ae2	quest/heroic_echo_imperial_phase_2
0xf4ac4f63	quest/camp_epsilon_defense_04
0xf4adb6d0	quest/legacy_button_jawatracks
0xf4c5e8b4	quest/corellia_coronet_capitol_problems_go_go_gadget
0xf4c9bd65	quest/tatooine_entha_race2_restart
0xf4e7c3bf	quest/outbreak_quest_facility_02
0xf51d4c32	spacequest/inspect/imperial_ss_4
0xf5235c1d	quest/outbreak_radio_delivery_03
0xf5272668	spacequest/survival/no_rank4_orion_01_02
0xf53d33ee	quest/ep3_kachirho_destroyed_camp
0xf57d1323	spacequest/destroy/tatooine_imperial_tier3_4
0xf58f532c	quest/test_checker
0xf5901279	quest/c_story1_3_reb
0xf5925add	spacequest/patrol/stn_yavin4_company_all_massassi_tier2_3
0xf59d4ac3	quest/tatooine_jawa_juice
0xf5ddc61a	spacequest/assassinate/naboo_rebel_tier4_3_a
0xf5e11c96	spacequest/destroy_duty/corellia_station_duty4
0xf60c23f5	spacequest/assassinate/dath_bh_wanted_list_03_b
0xf619d22b	quest/gcw_defend_imperial_tower
0xf6440861	quest/tatooine_eisley_digital_infection
0xf6460ad0	spacequest/patrol/npe_easy_main_3b
0xf6540342	quest/coronet_murmurs_7_reward
0xf65dd4a3	quest/tatooine_anchorjobs_impcodes
0xf66a6c21	quest/newbie_mayor_hooligans_swoopers_2
0xf66c9f14	spacequest/assassinate/naboo_rebel_tier4_1_a
0xf681de04	quest/mun_marauder_3
0xf68f5592	quest/no_rank5_01
0xf69526a9	spacequest/recovery_duty/tatooine_privateer_tier4_1
0xf696a1a1	quest/loveday_playing_cupid
0xf6b0a184	quest/orion_rank3_04
0xf6bf0621	quest/ac_repeater_loruna_enf_30_dnpc3_camdoen_02
0xf6bf788f	quest/ep3_myyydril_lorn_talkto
0xf6d2951e	spacequest/patrol/nova_intro_dantooine_01
0xf6e1ae2d	spacequest/survival/naboo_rebel_tier4_4_b
0xf6fd53ea	spacequest/recovery/naboo_rebel_tier3_4_c
0xf726cc6a	spacequest/patrol/corellia_imperial_tier3_1b
0xf73e0333	spacequest/inspect/corellia_imperial_tier3_2a
0xf74d200f	spacequest/inspect/naboo_privateer_tier3_3a
0xf78b0dd3	quest/crash_site_05_reb_domestics
0xf7b8e4d3	quest/legacy_naboo_back_to_rebel
0xf7c316b1	quest/som_exploration_smoking
0xf7c680b3	spacequest/delivery/corellia_rebel_tier3_2_a
0xf7c914de	spacequest/assassinate/corellia_imperial_12
0xf7e692e0	quest/legacy_naboo_droid_ai_collecting_imp
0xf7f3859a	quest/som_hk_history_two
0xf7fd860c	quest/coronet_murmurs_goto_questgiver
0xf8092e89	spacequest/destroy_surpriseattack/corellia_imperial_1
0xf81d859d	spacequest/assassinate/naboo_privateer_tier3_4a
0xf82099fd	quest/prof_force_sensitive_21_3
0xf827a9f1	quest/u16_nym_themepark_weed_pulling_ver2
0xf83133ff	spacequest/survival/tatooine_privateer_tier3_2_b
0xf8577f15	spacequest/patrol/npe_training_2b
0xf85f3d6e	quest/camp_gamma_defense_04
0xf86400b1	spacequest/survival/no_rank4_orion_01_01
0xf89079d2	quest/talus_dearic_coa_medic_prisoner
0xf8982e59	spacequest/destroy_duty/endor_imperial_tier4
0xf8a2cd3c	quest/npe_han_comm_artisan
0xf8c5aa31	spacequest/destroy_duty/dantooine_imperial_tier4
0xf8e18f39	quest/npe_new_scout2
0xf928171f	quest/smuggle_pointer_illicit_1
0xf93ff903	spacequest/delivery_no_pickup/naboo_imperial_tier4_3_a
0xf94c1780	spacequest/destroy_duty/corellia_rebel_tier5
0xf9680e03	spacequest/patrol/stn_endor_irs_imp_tier3_3a
0xf97b2137	quest/typho_pilot_one_failed
0xf9a4e566	quest/outbreak_quest_facility_01
0xf9d8da66	spacequest/rescue/nova_intro_dath_01
0xf9de87dd	spacequest/destroy_duty/endor_rebel_tier5
0xf9ef26be	quest/loveday_disillusion_mr_hate_v2_noloot
0xf9f39366	quest/som_story_arc_chapter_three_03
0xfa072fa4	quest/legacy_head_runaway3
0xfa0cd784	spacequest/space_battle/ep3_slaver_khrask_space_battle
0xfa64b3c2	quest/mtp_hideout_pointer
0xfa875e32	quest/quest_07_descend_into_labratory
0xfa91b7ab	quest/camp_beta_canister_demo
0xfacf9138	spacequest/delivery_no_pickup/tatooine_privateer_tier4_1b
0xfae08d83	quest/tatooine_knives_parry_pt2
0xfae6e0d5	quest/c_story1_2_neu
0xfae7cac6	spacequest/recovery/no_rank5_01_04
0xfb232d28	quest/borvo_acklay_find_armorer
0xfb40e8ea	spacequest/space_battle/stn_dantooine_owner_all_repairmission_tier2_4
0xfb4f052c	spacequest/assassinate/dath_bh_wanted_list_03_a
0xfb535571	quest/legacy_button_reb_valarian_v2
0xfb545f04	quest/npe_frelka_quest
0xfb5adc4d	spacequest/destroy_surpriseattack/naboo_rebel_tier3_3_a
0xfb71e1a9	spacequest/survival/tatooine_rebel_tier3_3_c
0xfb7935c5	quest/naboo_theed_hugo_borvo
0xfb80e92f	quest/tatooine_espa_leg_work
0xfb97877a	quest/naboo_deeja_peak_goto_tanoa
0xfbb6d1d2	quest/npe_job_pointer_bartender
0xfbcabe2d	spacequest/recovery_duty/corellia_privateer_12
0xfbcc734b	quest/no_rank5_02
0xfbceeb87	quest/npe_job_pointer_security_director
0xfbd66f11	spacequest/destroy_surpriseattack/corellia_imperial_tier3_3e
0xfbe60439	spacequest/destroy/imperial_ss_03
0xfbf0aa7c	spacequest/delivery/naboo_imperial_tier3_2_c
0xfbfc20f8	quest/ac_repeater_loruna_enf_30_dnpc3_camdoen_01
0xfbfeb8fd	spacequest/recovery/stn_dantooine_owner_all_repairmission_tier2_3
0xfc01a510	spacequest/survival/tatooine_rebel_tier3_1_b
0xfc04b786	spacequest/destroy_duty/dantooine_imperial_tier5
0xfc26dfb3	spacequest/destroy_duty/viopa_rebel_6
0xfc5933ee	spacequest/destroy_duty/endor_imperial_tier5
0xfc8573e7	quest/tatooine_espa_pod_retrieval_v2
0xfc98fb64	spacequest/escort_duty/vortex_mission_5
0xfc9ab5d8	quest/ep3_kachirho_trando_rifle_crafting
0xfc9e2be1	quest/corellia_droid_bunker_destroy_factory
0xfca16773	quest/outbreak_radio_delivery_01
0xfce1844a	quest/prof_force_sensitive_21_2
0xfcf5915c	spacequest/destroy_surpriseattack/naboo_privateer_tier3_4c
0xfcfed04f	spacequest/patrol/npe_easy_main_1
0xfd0e729b	quest/yavin_meganjobs_killrival
0xfd1f9a6a	spacequest/destroy_duty/endor_rebel_tier4
0xfd328ed1	quest/som_story_arc_chapter_three_02
0xfd534425	spacequest/delivery_no_pickup/corellia_rebel_tier4_2_a
0xfd8455f9	quest/gcw_entertain_patrol
0xfd8751f3	spacequest/assassinate/naboo_rebel_tier4_2_c
0xfd96075d	quest/tatooine_knives_parry
0xfdc8c092	quest/no_rank2_04
0xfdd3cdbe	quest/prof_officer_31
0xfdd497b8	spacequest/destroy_surpriseattack/corellia_imperial_tier3_4h
0xfdf2de27	quest/ep3_kymayrr_send_cyssc_signal
0xfe0ae6da	quest/found_axkva_encounter
0xfe47a2a3	spacequest/recovery/corellia_imperial_tier3_1_c
0xfe541f9e	quest/corellia_disappearances_3_trial
0xfe57d5ea	quest/som_hk_history_seven
0xfe644db0	spacequest/rescue/tatooine_imperial_tier3_4_a
0xfe6b7418	spacequest/survival/no_rank4_nova_02_01
0xfea0bc6c	quest/u16_nym_themepark_negotiate_peace
0xfea75113	quest/ep3_imp_drprice
0xfec63213	quest/legacy_head_runaway2
0xfecba77a	spacequest/patrol/npe_med_main_4c
0xff03e56a	quest/mun_marauder_1
0xff1c18d7	spacequest/escort/poi_tatooine_privateer_3_a
0xff31b7cb	spacequest/delivery/naboo_imperial_tier3_2_b
0xff33bd58	quest/mtp_camp_quest_tatooine
0xff33cdce	quest/borvo_acklay_helmet
0xff45d7e7	quest/corellia_coronet_capitol_problems_government_work_b
0xff8896a4	spacequest/rescue/nova_rank3_01
0xff98c9a4	quest/npe_solo_profession
0xffe55332	quest/ep3_hunt_tuwezz_collect_uller_horns
0xfff564fc	spacequest/destroy_surpriseattack/stn_dantooine_owner_smuggler_surpriseattack02_tier2_1
