bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			dust_durni_07	5340																																an unsightly Dust Durni	"Doing your part to keep the Space Station clean, you dispose of the Dust Durni."
			dust_durni_08	5341																																an unsightly Dust Durni	"Doing your part to keep the Space Station clean, you dispose of the Dust Durni."
			dust_durni_09	5342																																an unsightly Dust Durni	"Doing your part to keep the Space Station clean, you dispose of the Dust Durni."
			dust_durni_10	5343																																an unsightly Dust Durni	"Doing your part to keep the Space Station clean, you dispose of the Dust Durni."
		housing_improvement_01																																1		Techniques in Maximizing Space	
			housing_improvement_01_01	1791																																Techniques in Maximizing Space 1	Techniques in Maximizing Space: Page 1/10
			housing_improvement_01_02	1792																																Techniques in Maximizing Space 2	Techniques in Maximizing Space: Page 2/10
			housing_improvement_01_03	1793																																Techniques in Maximizing Space 3	Techniques in Maximizing Space: Page 3/10
			housing_improvement_01_04	1794																																Techniques in Maximizing Space 4	Techniques in Maximizing Space: Page 4/10
			housing_improvement_01_05	1795																																Techniques in Maximizing Space 5	Techniques in Maximizing Space: Page 5/10
			housing_improvement_01_06	1796																																Techniques in Maximizing Space 6	Techniques in Maximizing Space: Page 6/10
			housing_improvement_01_07	1797																																Techniques in Maximizing Space 7	Techniques in Maximizing Space: Page 7/10
			housing_improvement_01_08	1798																																Techniques in Maximizing Space 8	Techniques in Maximizing Space: Page 8/10
			housing_improvement_01_09	1799																																Techniques in Maximizing Space 9	Techniques in Maximizing Space: Page 9/10
			housing_improvement_01_10	1800																																Techniques in Maximizing Space 10	Techniques in Maximizing Space: Page 10/10
		housing_improvement_02																																1		Shelving Techniques	
			housing_improvement_02_01	1801																																Shelving Techniques 1	Shelving Techniques: Page 1/10.
			housing_improvement_02_02	1802																																Shelving Techniques 2	Shelving Techniques: Page 2/10.
			housing_improvement_02_03	1803																																Shelving Techniques 3	Shelving Techniques: Page 3/10.
			housing_improvement_02_04	1804																																Shelving Techniques 4	Shelving Techniques: Page 4/10.
			housing_improvement_02_05	1805																																Shelving Techniques 5	Shelving Techniques: Page 5/10.
			housing_improvement_02_06	1806																																Shelving Techniques 6	Shelving Techniques: Page 6/10.
			housing_improvement_02_07	1807																																Shelving Techniques 7	Shelving Techniques: Page 7/10.
			housing_improvement_02_08	1808																																Shelving Techniques 8	Shelving Techniques: Page 8/10.
			housing_improvement_02_09	1809																																Shelving Techniques 9	Shelving Techniques: Page 9/10.
			housing_improvement_02_10	1810																																Shelving Techniques 10	Shelving Techniques: Page 10/10.
		housing_improvement_03																																1		Craftsman Tools	
			housing_improvement_03_01	1811																																Craftsman Tools 1	Craftsman Tools: Set 1/10.
			housing_improvement_03_02	1812																																Craftsman Tools 2	Craftsman Tools: Set 2/10.
			housing_improvement_03_03	1813																																Craftsman Tools 3	Craftsman Tools: Set 3/10.
			housing_improvement_03_04	1814																																Craftsman Tools 4	Craftsman Tools: Set 4/10.
			housing_improvement_03_05	1815																																Craftsman Tools 5	Craftsman Tools: Set 5/10.
			housing_improvement_03_06	1816																																Craftsman Tools 6	Craftsman Tools: Set 6/10.
			housing_improvement_03_07	1817																																Craftsman Tools 7	Craftsman Tools: Set 7/10.
			housing_improvement_03_08	1818																																Craftsman Tools 8	Craftsman Tools: Set 8/10.
			housing_improvement_03_09	1819																																Craftsman Tools 9	Craftsman Tools: Set 9/10.
			housing_improvement_03_10	1820																																Craftsman Tools 10	Craftsman Tools: Set 10/10.
		housing_improvement_04																																1		Cabinetry Techniques	
			housing_improvement_04_01	1821																																Cabinetry Techniques 1 	Cabinetry Techniques: Page 1/10.
			housing_improvement_04_02	1822																																Cabinetry Techniques 2	Cabinetry Techniques: Page 2/10.
			housing_improvement_04_03	1823																																Cabinetry Techniques 3	Cabinetry Techniques: Page 3/10.
			housing_improvement_04_04	1824																																Cabinetry Techniques 4	Cabinetry Techniques: Page 4/10.
			housing_improvement_04_05	1825																																Cabinetry Techniques 5	Cabinetry Techniques: Page 5/10.
			housing_improvement_04_06	1826																																Cabinetry Techniques 6	Cabinetry Techniques: Page 6/10.
			housing_improvement_04_07	1827																																Cabinetry Techniques 7	Cabinetry Techniques: Page 7/10.
			housing_improvement_04_08	1828																																Cabinetry Techniques 8	Cabinetry Techniques: Page 8/10.
			housing_improvement_04_09	1829																																Cabinetry Techniques 9	Cabinetry Techniques: Page 9/10.
			housing_improvement_04_10	1830																																Cabinetry Techniques 10	Cabinetry Techniques: Page 10/10.
		housing_improvement_05																																1		Storage Techniques	
			housing_improvement_05_01	1831																																Storage Techniques 1 	Storage Techniques: Page 1/10.
			housing_improvement_05_02	1832																																Storage Techniques 2	Storage Techniques: Page 2/10.
			housing_improvement_05_03	1833																																Storage Techniques 3	Storage Techniques: Page 3/10.
			housing_improvement_05_04	1834																																Storage Techniques 4	Storage Techniques: Page 4/10.
