INDEX	ENUM	CLASS 1	CLASS 2	CLASS 3	CLASS 4	CLASS 5	CLASS 6	CLASS 7	CLASS 8	Maximum # types	Minimum # types	Minimum # Pools	Maximum # Pools	Recycled	Permanent	Attribute 1	Attribute 2	Attribute 3	Attribute 4	Attribute 5	Attribute 6	Attribute 7	Attribute 8	Attribute 9	Attribute 10	Attribute 11	Att 1 min	Att 1 max	Att 2 min	Att 2 max	Att 3 min	Att 3 max	Att 4 min	Att 4 max	Att 5 min	Att 5 max	Att 6 min	Att 6 max	Att 7 min	Att 7 max	Att 8 min	Att 8 max	Att 9 min	Att 9 max	Att 10 min	Att 10 max	Att 11 min	Att 11 max	Resource Container Type	Random Name Class
275	rice_wild_tatooine								Tatooinian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
276	rice_wild_yavin4								Yavinian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
1041	rice_wild_kashyyyk								Kashyyykian Wild Rice	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
1085	rice_wild_mustafar								Mustafarian Wild Rice	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_rice.iff	plain_resource
277	oats						Oats			24	24					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
278	oats_domesticated							Domesticated Oats		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
279	oats_domesticated_corellia								Corellian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
280	oats_domesticated_dantooine								Dantooine Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
281	oats_domesticated_dathomir								Dathomirian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
282	oats_domesticated_endor								Endorian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
283	oats_domesticated_lok								Lokian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
284	oats_domesticated_naboo								Nabooian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
285	oats_domesticated_rori								Rori Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
286	oats_domesticated_talus								Talusian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
287	oats_domesticated_tatooine								Tatooinian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
288	oats_domesticated_yavin4								Yavinian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
1042	oats_domesticated_kashyyyk								Kashyyykian Domesticated Oats	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
1086	oats_domesticated_mustafar								Mustafarian Domesticated Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_oats.iff	plain_resource
289	oats_wild							Wild Oats		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700																
290	oats_wild_corellia								Corellian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
291	oats_wild_dantooine								Dantooine Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
292	oats_wild_dathomir								Dathomirian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
293	oats_wild_endor								Endorian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
294	oats_wild_lok								Lokian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
295	oats_wild_naboo								Nabooian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
296	oats_wild_rori								Rori Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
297	oats_wild_talus								Talusian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
298	oats_wild_tatooine								Tatooinian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
299	oats_wild_yavin4								Yavinian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
1043	oats_wild_kashyyyk								Kashyyykian Wild Oats	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	plain_resource
1087	oats_wild_mustafar								Mustafarian Wild Oats	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_oats.iff	
300	wheat						Wheat			24	24					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
301	wheat_domesticated							Domesticated Wheat		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
302	wheat_domesticated_corellia								Corellian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
303	wheat_domesticated_dantooine								Dantooine Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
304	wheat_domesticated_dathomir								Dathomirian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
305	wheat_domesticated_endor								Endorian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
306	wheat_domesticated_lok								Lokian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
307	wheat_domesticated_naboo								Nabooian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
308	wheat_domesticated_rori								Rori Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
309	wheat_domesticated_talus								Talusian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
310	wheat_domesticated_tatooine								Tatooinian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
311	wheat_domesticated_yavin4								Yavinian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
1044	wheat_domesticated_kashyyyk								Kashyyykian Domesticated Wheat	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
1088	wheat_domesticated_mustafar								Mustafarian Domesticated Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	700	300	1000															object/resource_container/organic_wheat.iff	plain_resource
312	wheat_wild							Wild Wheat		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700																
313	wheat_wild_corellia								Corellian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
314	wheat_wild_dantooine								Dantooine Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
315	wheat_wild_dathomir								Dathomir Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
316	wheat_wild_endor								Endorian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
317	wheat_wild_lok								Lokian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
318	wheat_wild_naboo								Nabooian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
319	wheat_wild_rori								Rori Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
320	wheat_wild_talus								Talusian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
321	wheat_wild_tatooine								Tatooinian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
322	wheat_wild_yavin4								Yavinian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
1045	wheat_wild_kashyyyk								Kashyyykian Wild Wheat	1	1	7	7			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
1089	wheat_wild_mustafar								Mustafarian Wild Wheat	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	300	1000	1	700															object/resource_container/organic_wheat.iff	plain_resource
323	seeds					Seeds				86	86					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
324	vegetable						Vegetables			49	49					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
914	mixed_vegetables							Mixed Vegetables		1	1	1	1	1		res_decay_resist	res_quality	res_flavor	res_potential_energy								200	200	200	200	200	200	200	200															object/resource_container/organic_food.iff	plain_resource
325	vegetable_greens							Greens		12	12					res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000																
326	vegetable_greens_corellia								Corellian Vegetable Greens	1	1	1	1			res_decay_resist	res_quality	res_flavor	res_potential_energy								1	1000	1	1000	1	1000	1	1000															object/resource_container/organic_green_vegetables.iff	plain_resource
